City,State,Postal Code,Region,Country,Customer ID
Minneapolis,Minnesota,55407,Central,United States,BF-11215
Miami,Florida,33142,South,United States,CP-12340
Houston,Texas,77036,Central,United States,LS-17245
Milwaukee,Wisconsin,53209,Central,United States,TS-21655
Lancaster,Ohio,43130,East,United States,JS-15940
Edinburg,Texas,78539,Central,United States,NF-18385
New York City,New York,10009,East,United States,KN-16705
Philadelphia,Pennsylvania,19120,East,United States,GA-14725
Rochester,New York,14609,East,United States,EH-14125
San Diego,California,92037,West,United States,RA-19285
Philadelphia,Pennsylvania,19120,East,United States,TT-21070
Bartlett,Tennessee,38134,South,United States,AH-10465
Lakewood,California,90712,West,United States,CC-12430
Philadelphia,Pennsylvania,19120,East,United States,KD-16495
Austin,Texas,78745,Central,United States,BG-11035
Los Angeles,California,90008,West,United States,FH-14365
New York City,New York,10011,East,United States,PG-18820
Houston,Texas,77070,Central,United States,NZ-18565
Lubbock,Texas,79424,Central,United States,TB-21595
Houston,Texas,77095,Central,United States,JE-15475
Costa Mesa,California,92627,West,United States,EH-13945
Roswell,Georgia,30076,South,United States,BF-10975
Loveland,Colorado,80538,West,United States,PC-18745
New York City,New York,10035,East,United States,SV-20365
Philadelphia,Pennsylvania,19143,East,United States,Dp-13240
Miami,Florida,33178,South,United States,HR-14830
Grand Prairie,Texas,75051,Central,United States,WB-21850
Chicago,Illinois,60653,Central,United States,AS-10090
Parma,Ohio,44134,East,United States,SP-20920
Redwood City,California,94061,West,United States,SP-20650
New York City,New York,10011,East,United States,CM-12655
Springfield,Oregon,97477,West,United States,JR-16210
Chicago,Illinois,60610,Central,United States,CB-12415
Bedford,Texas,76021,Central,United States,SD-20485
Los Angeles,California,90036,West,United States,SS-20140
New York City,New York,10009,East,United States,EH-13990
San Francisco,California,94109,West,United States,AH-10030
Virginia Beach,Virginia,23464,South,United States,EM-14200
New York City,New York,10011,East,United States,TB-21190
Lebanon,Tennessee,37087,South,United States,AB-10165
Los Angeles,California,90045,West,United States,AO-10810
Chula Vista,California,91911,West,United States,TT-21220
Mcallen,Texas,78501,Central,United States,KN-16705
Hollywood,Florida,33021,South,United States,FO-14305
San Francisco,California,94110,West,United States,GA-14725
Santa Maria,California,93454,West,United States,NC-18415
Manchester,Connecticut,6040,East,United States,JF-15190
Omaha,Nebraska,68104,Central,United States,GT-14710
San Jose,California,95123,West,United States,KM-16660
San Francisco,California,94122,West,United States,PJ-18835
San Francisco,California,94109,West,United States,AC-10660
Long Beach,California,90805,West,United States,JG-15310
Columbus,Georgia,31907,South,United States,RM-19375
San Francisco,California,94110,West,United States,EK-13795
Los Angeles,California,90004,West,United States,RD-19585
Philadelphia,Pennsylvania,19120,East,United States,CV-12805
Tulsa,Oklahoma,74133,Central,United States,AG-10330
Los Angeles,California,90049,West,United States,GM-14440
Lakeland,Florida,33801,South,United States,MC-17605
Houston,Texas,77036,Central,United States,ES-14020
Springfield,Virginia,22153,South,United States,MM-17920
New York City,New York,10035,East,United States,MH-17440
Springfield,Missouri,65807,Central,United States,NZ-18565
Columbia,South Carolina,29203,South,United States,GB-14575
Portland,Oregon,97206,West,United States,DB-13270
Philadelphia,Pennsylvania,19120,East,United States,JK-15625
Des Plaines,Illinois,60016,Central,United States,AM-10705
Seattle,Washington,98103,West,United States,MW-18220
Houston,Texas,77095,Central,United States,AG-10330
Philadelphia,Pennsylvania,19143,East,United States,CM-12160
Columbus,Indiana,47201,Central,United States,RA-19915
Evanston,Illinois,60201,Central,United States,SB-20185
Apple Valley,California,92307,West,United States,PK-19075
Columbus,Ohio,43229,East,United States,SV-20935
Marion,Ohio,43302,East,United States,MG-17650
Houston,Texas,77095,Central,United States,CM-12445
Marion,Ohio,43302,East,United States,ME-18010
Seattle,Washington,98103,West,United States,YS-21880
Longview,Washington,98632,West,United States,MB-17305
Redondo Beach,California,90278,West,United States,AS-10240
New York City,New York,10035,East,United States,MC-17425
Louisville,Kentucky,40214,South,United States,PG-18820
Trenton,Michigan,48183,Central,United States,JS-16030
Los Angeles,California,90045,West,United States,JB-16000
Hendersonville,Tennessee,37075,South,United States,DK-12985
Portland,Oregon,97206,West,United States,JF-15490
Irving,Texas,75061,Central,United States,PO-18850
Cleveland,Ohio,44105,East,United States,BT-11530
Waterloo,Iowa,50701,Central,United States,NW-18400
Seattle,Washington,98105,West,United States,JF-15415
Philadelphia,Pennsylvania,19120,East,United States,AC-10420
New York City,New York,10009,East,United States,TB-21280
San Jose,California,95123,West,United States,HA-14905
Los Angeles,California,90008,West,United States,LH-17155
Concord,New Hampshire,3301,East,United States,LO-17170
Columbia,Tennessee,38401,South,United States,DP-13390
Bellevue,Washington,98006,West,United States,CR-12580
Seattle,Washington,98105,West,United States,KB-16405
Columbus,Indiana,47201,Central,United States,ML-17410
Chicago,Illinois,60623,Central,United States,MC-17575
Marietta,Georgia,30062,South,United States,VM-21685
Montgomery,Alabama,36116,South,United States,VW-21775
Plano,Texas,75023,Central,United States,GK-14620
Tamarac,Florida,33319,South,United States,AT-10435
Columbus,Ohio,43229,East,United States,AR-10825
New York City,New York,10009,East,United States,JH-15820
Richmond,Indiana,47374,Central,United States,RA-19285
Seattle,Washington,98115,West,United States,RO-19780
Long Beach,New York,11561,East,United States,LR-17035
Rockford,Illinois,61107,Central,United States,MK-17905
Columbus,Georgia,31907,South,United States,YS-21880
Tulsa,Oklahoma,74133,Central,United States,JH-15910
Nashville,Tennessee,37211,South,United States,AT-10735
Cambridge,Massachusetts,2138,East,United States,RM-19675
Oakland,California,94601,West,United States,BB-11545
Palatine,Illinois,60067,Central,United States,AS-10285
Seattle,Washington,98105,West,United States,DK-13375
Cincinnati,Ohio,45231,East,United States,JH-15910
Marion,Ohio,43302,East,United States,JK-15205
Los Angeles,California,90049,West,United States,EH-13765
Lakewood,Ohio,44107,East,United States,VW-21775
Lebanon,Tennessee,37087,South,United States,CG-12040
San Francisco,California,94122,West,United States,EB-13705
Chico,California,95928,West,United States,NF-18595
Salem,Virginia,24153,South,United States,ME-17725
Los Angeles,California,90008,West,United States,AZ-10750
New York City,New York,10024,East,United States,RF-19345
Beverly,Massachusetts,1915,East,United States,AJ-10780
San Diego,California,92024,West,United States,SF-20965
San Francisco,California,94109,West,United States,MZ-17335
Chicago,Illinois,60623,Central,United States,SB-20170
Dallas,Texas,75220,Central,United States,AH-10210
Corpus Christi,Texas,78415,Central,United States,NK-18490
New York City,New York,10035,East,United States,AI-10855
Eugene,Oregon,97405,West,United States,TP-21565
Oxnard,California,93030,West,United States,LW-17125
Fairfield,Connecticut,6824,East,United States,NG-18355
Jackson,Michigan,49201,Central,United States,NG-18355
Laguna Niguel,California,92677,West,United States,EB-13750
Jacksonville,Florida,32216,South,United States,SP-20860
Mount Vernon,New York,10550,East,United States,SP-20545
Midland,Michigan,48640,Central,United States,RB-19795
Newark,Delaware,19711,East,United States,DB-13660
San Francisco,California,94109,West,United States,NB-18655
Westland,Michigan,48185,Central,United States,XP-21865
New York City,New York,10011,East,United States,MH-17455
Los Angeles,California,90008,West,United States,BG-11740
Lancaster,Ohio,43130,East,United States,DB-13660
Newark,Delaware,19711,East,United States,EM-14140
New York City,New York,10024,East,United States,RB-19465
San Francisco,California,94109,West,United States,PO-18850
Dallas,Texas,75217,Central,United States,AG-10900
Miami,Florida,33178,South,United States,BF-11275
Philadelphia,Pennsylvania,19120,East,United States,HG-14845
New York City,New York,10011,East,United States,BS-11590
Philadelphia,Pennsylvania,19120,East,United States,JD-16015
Seattle,Washington,98103,West,United States,CS-12250
Los Angeles,California,90032,West,United States,FC-14245
Springfield,Oregon,97477,West,United States,SE-20110
Renton,Washington,98059,West,United States,CK-12205
New York City,New York,10009,East,United States,DS-13030
San Jose,California,95123,West,United States,SA-20830
Grand Prairie,Texas,75051,Central,United States,TP-21565
New York City,New York,10009,East,United States,CC-12430
Memphis,Tennessee,38109,South,United States,LA-16780
Philadelphia,Pennsylvania,19143,East,United States,AW-10930
Los Angeles,California,90004,West,United States,BP-11230
Waterbury,Connecticut,6708,East,United States,DB-13360
Chandler,Arizona,85224,West,United States,PC-19000
Springfield,Ohio,45503,East,United States,TB-21595
Austin,Texas,78745,Central,United States,TB-21250
Detroit,Michigan,48234,Central,United States,MV-18190
Springfield,Virginia,22153,South,United States,DK-12835
New York City,New York,10011,East,United States,PK-19075
Dallas,Texas,75217,Central,United States,AH-10120
Concord,New Hampshire,3301,East,United States,GM-14455
Lafayette,Louisiana,70506,South,United States,BD-11725
Raleigh,North Carolina,27604,South,United States,RM-19375
Spokane,Washington,99207,West,United States,BW-11110
Houston,Texas,77041,Central,United States,GT-14710
Louisville,Kentucky,40214,South,United States,AH-10120
Hollywood,Florida,33021,South,United States,DR-12940
Chandler,Arizona,85224,West,United States,DL-13495
Philadelphia,Pennsylvania,19120,East,United States,BD-11620
Tulsa,Oklahoma,74133,Central,United States,HW-14935
Draper,Utah,84020,West,United States,JO-15145
Oakland,California,94601,West,United States,RD-19660
Lawrence,Massachusetts,1841,East,United States,DO-13645
Philadelphia,Pennsylvania,19120,East,United States,CC-12370
Jacksonville,North Carolina,28540,South,United States,SH-20395
Chicago,Illinois,60610,Central,United States,FC-14335
Pocatello,Idaho,83201,West,United States,JG-15160
Plano,Texas,75023,Central,United States,LC-16885
New York City,New York,10024,East,United States,CC-12220
New York City,New York,10024,East,United States,BW-11110
Chicago,Illinois,60623,Central,United States,JJ-15445
Houston,Texas,77095,Central,United States,TT-21460
Meriden,Connecticut,6450,East,United States,EH-13990
Glenview,Illinois,60025,Central,United States,PR-18880
Houston,Texas,77036,Central,United States,BT-11680
San Francisco,California,94110,West,United States,EC-14050
New York City,New York,10009,East,United States,SP-20650
Baltimore,Maryland,21215,East,United States,AJ-10780
Louisville,Kentucky,40214,South,United States,AS-10630
Lebanon,Tennessee,37087,South,United States,AA-10375
Los Angeles,California,90008,West,United States,EH-13945
Providence,Rhode Island,2908,East,United States,DB-13270
Detroit,Michigan,48234,Central,United States,CC-12100
Houston,Texas,77070,Central,United States,VT-21700
Columbia,Tennessee,38401,South,United States,DB-13060
Philadelphia,Pennsylvania,19140,East,United States,BS-11590
Pembroke Pines,Florida,33024,South,United States,NR-18550
New York City,New York,10011,East,United States,KN-16390
Jacksonville,North Carolina,28540,South,United States,JW-16075
New York City,New York,10011,East,United States,JM-15535
Philadelphia,Pennsylvania,19120,East,United States,MF-18250
Orlando,Florida,32839,South,United States,FA-14230
Houston,Texas,77095,Central,United States,KH-16510
Louisville,Kentucky,40214,South,United States,SS-20515
Medina,Ohio,44256,East,United States,LC-17050
New York City,New York,10011,East,United States,VW-21775
Chicago,Illinois,60653,Central,United States,LD-16855
Philadelphia,Pennsylvania,19143,East,United States,SP-20545
New York City,New York,10009,East,United States,DK-13150
San Francisco,California,94109,West,United States,FC-14245
San Francisco,California,94122,West,United States,RD-19480
Jackson,Michigan,49201,Central,United States,AR-10540
Philadelphia,Pennsylvania,19120,East,United States,CC-12100
